algorithm_name,makespan,cost,energy,dataset_used
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
MOWOA,1716.0323,1201.1450,134990.2734,task160
WOASA,607.8110,2352.8103,140396.7109,task160
WOASA,642.1961,2085.3014,153824.1688,task160
WOASA,753.0912,2522.0455,178385.1890,task160
WOASA,854.3429,2632.7597,179680.4195,task160
WOASA,836.0173,2442.1494,170264.2402,task160
WOASA,783.9914,2556.3886,174104.9758,task160
WOASA,553.8363,2096.6605,98388.6030,task160
WOASA,738.7922,2504.7687,169929.7214,task160
WOASA,689.8826,2263.4412,156695.8033,task160
WOASA,748.5391,2476.0036,167773.7039,task160
WOASA,752.3792,2109.1725,147565.0786,task160
WOASA,670.8520,2115.6700,147209.9982,task160
WOASA,734.6993,2733.3671,180196.2336,task160
WOASA,741.8443,2571.8654,181123.3860,task160
WOASA,697.9314,3022.3688,179443.4422,task160
WOASA,912.3069,2394.2139,173337.3132,task160
WOASA,763.9800,2303.9047,166928.4511,task160
WOASA,865.9376,3136.1868,200846.9967,task160
WOASA,1025.2461,3108.5983,194502.4131,task160
WOASA,905.1530,2400.6950,167058.1062,task160
WOASA,757.4931,2364.9023,167835.0493,task160
WOASA,805.4296,2479.8096,174728.0585,task160
WOASA,752.5804,2545.1644,165819.0157,task160
WOASA,703.2736,2675.6262,172632.1044,task160
WOASA,920.3201,2785.6816,183150.2800,task160
WOASA,872.5310,2405.0450,162452.5010,task160
WOASA,739.3954,2452.9683,169261.9520,task160
WOASA,644.5157,2260.4500,145549.4336,task160
WOASA,785.4614,3085.0055,184147.1790,task160
WOASA,754.6169,2599.2085,169696.0346,task160
WOASA,751.2752,2300.7514,161843.0160,task160
WOASA,658.4399,2628.1113,169862.9752,task160
WOASA,612.4785,2422.9408,154826.6853,task160
WOASA,733.4578,2682.6919,131839.9759,task160
WOASA,555.9144,2379.5588,147946.5795,task160
WOASA,783.7661,2589.2431,179770.8145,task160
WOASA,776.2780,2547.4337,171904.3061,task160
WOASA,832.0197,2221.3490,158457.6102,task160
WOASA,925.8676,2952.9315,195020.5822,task160
WOASA,988.3245,3131.3540,202452.4919,task160
WOASA,668.8031,2319.3625,158468.5269,task160
WOASA,1275.2976,3207.4967,197931.8984,task160
WOASA,1536.9300,3440.8007,194287.8861,task160
WOASA,809.0565,2697.1301,188076.8276,task160
WOASA,738.4666,3000.0191,190496.2745,task160
WOASA,659.7334,2249.4505,156366.6930,task160
WOASA,1026.1200,1831.6959,145544.8185,task160
WOASA,907.8227,2988.9994,191247.8128,task160
WOASA,732.5885,2518.5013,161850.4899,task160
WOASA,843.8823,2398.4429,175579.7389,task160
WOASA,862.0635,1981.5175,148487.6556,task160
WOASA,673.8905,2641.2364,127878.3494,task160
WOASA,831.5021,2710.8642,165093.4758,task160
WOASA,612.8108,2273.4581,166058.5420,task160
WOASA,675.5125,2563.9931,171333.5474,task160
WOASA,599.5172,2263.9927,136658.3042,task160
WOASA,833.5364,2668.4762,186934.3475,task160
WOASA,874.7946,2391.4762,171037.3895,task160
WOASA,861.4601,2486.3331,171243.8455,task160
WOASA,757.8240,3213.6610,192154.1197,task160
WOASA,745.5816,2265.0974,158503.4412,task160
WOASA,793.1159,2254.8268,158708.2811,task160
WOASA,877.8749,2578.1844,174201.8206,task160
WOASA,693.0332,2542.6338,171849.1150,task160
WOASA,1115.9852,2821.3976,155646.1376,task160
WOASA,790.2330,2467.2416,165113.0673,task160
WOASA,600.5148,3093.6200,185828.2613,task160
WOASA,824.0447,2542.3322,168538.4452,task160
WOASA,842.3403,2226.3698,160858.7617,task160
WOASA,728.9525,3343.1495,193890.0820,task160
WOASA,709.2172,2450.0682,172446.1646,task160
WOASA,1074.7799,3579.7933,206821.3950,task160
WOASA,759.7213,2207.8997,157121.3611,task160
WOASA,582.5242,2163.8791,134873.5408,task160
WOASA,773.1585,2860.6009,176548.7463,task160
WOASA,621.0294,2491.2091,152730.1663,task160
WOASA,875.3798,2314.4824,166895.9230,task160
WOASA,901.1795,2810.1998,186933.7019,task160
WOASA,814.7007,2788.9474,181979.7336,task160
WOASA,820.5734,2128.3776,154795.2214,task160
WOASA,779.5135,3049.1151,182208.0357,task160
WOASA,904.6352,2372.7508,174257.2048,task160
WOASA,692.7549,2870.3552,191197.3454,task160
WOASA,763.2756,2779.1794,181773.5823,task160
WOASA,647.9405,2701.5277,173995.2307,task160
WOASA,857.6418,3057.3968,194486.2836,task160
WOASA,769.0565,2373.8681,166213.2977,task160
WOASA,730.0565,2254.8252,155061.9043,task160
WOASA,1025.8666,3656.6727,188459.0692,task160
WOASA,601.7378,2120.6662,123240.9613,task160
WOASA,799.6894,2664.0748,187005.9350,task160
WOASA,722.8099,2163.7644,160215.8174,task160
WOASA,744.4666,1987.5155,145932.9881,task160
WOASA,945.7908,1936.7807,147933.8507,task160
WOASA,755.5843,2542.9176,183393.6538,task160
WOASA,838.8133,3116.7735,178237.4156,task160
WOASA,1036.8070,2551.4064,184610.4234,task160
WOASA,943.9834,2897.3461,146853.4183,task160
WOASA,785.9979,2368.0487,170838.1881,task160
WOASA,835.6755,2361.8397,168975.5737,task160
WOARDA,589.1351,1790.5604,80359.0336,task160
WOARDA,799.3542,1541.7588,101449.8160,task160
WOARDA,1019.0825,2016.7267,187008.9538,task160
WOARDA,519.2275,2346.5877,110714.4880,task160
WOARDA,933.5251,2385.8158,183967.2436,task160
WOARDA,1186.7874,1287.6838,143620.9573,task160
WOARDA,532.7706,2286.3685,113444.1068,task160
WOARDA,620.0916,1656.7044,84040.8713,task160
WOARDA,540.3094,2156.4122,97597.0400,task160
WOARDA,1077.8796,1308.7831,147018.7433,task160
WOARDA,618.0925,1571.9089,77948.9912,task160
WOARDA,809.0237,1630.3923,182061.4897,task160
WOARDA,1473.3683,1308.7985,140839.0512,task160
WOARDA,1326.4319,1299.4183,143622.1720,task160
WOARDA,1497.3050,1255.4772,141105.6372,task160
WOARDA,885.7100,1765.2758,127028.7370,task160
WOARDA,621.6953,1749.7753,100943.5878,task160
WOARDA,691.8660,1445.5262,114502.7007,task160
WOARDA,1371.7804,1287.5154,142810.8198,task160
WOARDA,627.8325,1818.1684,96610.5204,task160
WOARDA,1716.0323,1201.1450,134990.2734,task160
WOARDA,606.6979,1648.2659,71242.3538,task160
WOARDA,704.9129,1654.4145,131576.0088,task160
WOARDA,619.8301,1779.8471,125053.2957,task160
WOARDA,562.9668,2136.4196,111816.8614,task160
WOARDA,516.9918,2266.4775,104545.3632,task160
WOARDA,579.3657,1994.9382,91187.8112,task160
WOARDA,562.3992,1966.6434,98740.6772,task160
WOARDA,612.0555,1629.2009,89471.3867,task160
WOARDA,487.9056,2489.9802,117658.7425,task160
WOARDA,1124.0323,1289.6744,142953.2100,task160
WOARDA,1156.7704,1262.6692,141383.9806,task160
WOARDA,547.3823,2060.1846,94714.1160,task160
WOARDA,560.9534,2076.5831,130417.6081,task160
WOARDA,622.1580,1597.0068,78142.2660,task160
WOARDA,625.1039,1644.1882,117850.3101,task160
WOARDA,1716.0323,1201.1450,134990.2734,task160
WOARDA,538.3420,2234.4965,106032.7769,task160
WOARDA,756.0858,2346.6144,178642.8880,task160
WOARDA,1220.0323,1357.7842,148320.1287,task160
WOARDA,620.6242,1674.4791,79556.3185,task160
WOARDA,909.4989,1859.8714,166205.4154,task160
WOARDA,1024.5251,1334.1993,143596.8079,task160
WOARDA,549.0148,2121.9016,111571.9608,task160
WOARDA,1098.5251,1875.9160,197454.2708,task160
WOARDA,1369.7273,1335.1909,155462.8636,task160
WOARDA,1007.3049,1465.9496,147632.5873,task160
WOARDA,1070.0194,1812.3829,187511.1304,task160
WOARDA,1020.0328,1629.2913,160406.5410,task160
WOARDA,737.8736,1735.3218,154051.1655,task160
WOARDA,1351.6073,1292.3111,143101.8734,task160
WOARDA,1081.5431,1314.6963,144983.1208,task160
WOARDA,884.3877,2239.4281,174692.6156,task160
WOARDA,580.3366,1860.1582,89997.2614,task160
WOARDA,635.5099,1617.7889,79904.4299,task160
WOARDA,1716.0323,1201.1450,134990.2734,task160
WOARDA,1716.0323,1201.1450,134990.2734,task160
WOARDA,1148.7847,1305.9526,144870.0226,task160
WOARDA,1023.4920,1390.8933,124772.2261,task160
WOARDA,622.6908,1730.6043,83353.5589,task160
WOARDA,540.2907,2224.2523,105090.9313,task160
WOARDA,620.3453,1829.3419,98394.7301,task160
WOARDA,615.2120,1560.9284,68419.2080,task160
WOARDA,579.1693,1877.8485,96388.0581,task160
WOARDA,571.0042,2226.9264,151119.2171,task160
WOARDA,1009.4149,1924.9419,181421.4511,task160
WOARDA,1716.0323,1201.1450,134990.2734,task160
WOARDA,1168.9239,1338.4791,143376.2448,task160
WOARDA,835.3306,1476.6986,93625.7192,task160
WOARDA,1098.4808,1294.9620,143815.7114,task160
WOARDA,1716.0323,1201.1450,134990.2734,task160
WOARDA,1271.1950,1312.0862,143113.5826,task160
WOARDA,1035.7599,1588.7319,155525.0240,task160
WOARDA,942.7892,1559.2609,157484.7372,task160
WOARDA,818.7795,1513.4990,82027.4100,task160
WOARDA,633.0200,1868.1515,145244.9223,task160
WOARDA,596.4449,2033.9448,139778.5792,task160
WOARDA,1205.3050,1593.9674,157998.7243,task160
WOARDA,825.6913,1624.6661,118252.2378,task160
WOARDA,604.7596,1726.6630,121313.1006,task160
WOARDA,1523.6363,1249.0082,139875.2273,task160
WOARDA,695.1950,1605.2272,132042.8929,task160
WOARDA,1716.0323,1201.1450,134990.2734,task160
WOARDA,511.2728,2335.3677,102874.0361,task160
WOARDA,942.2123,1807.5525,176153.4085,task160
WOARDA,560.0577,2228.4132,139140.6925,task160
WOARDA,565.6072,1928.6099,90456.5889,task160
WOARDA,572.0016,1926.7047,92655.1757,task160
WOARDA,643.6066,1421.9708,66599.0097,task160
WOARDA,594.0117,1872.9628,115687.1416,task160
WOARDA,1090.9686,1314.2488,145253.7573,task160
WOARDA,617.7958,1555.7612,69832.3951,task160
WOARDA,578.2401,1920.0844,80342.0181,task160
WOARDA,1159.0323,1602.1725,165198.1334,task160
WOARDA,682.8632,1576.1365,76351.9266,task160
WOARDA,535.3820,2192.6508,106050.6420,task160
WOARDA,1319.3050,1416.9645,202893.4478,task160
WOARDA,830.7384,1903.9560,183122.0409,task160
WOARDA,627.1042,1634.0956,78169.6578,task160
WOARDA,561.6163,1951.1332,88411.2852,task160
RDA,499.6077,2417.3065,173576.4777,task160
RDA,544.6603,2705.8333,178096.7448,task160
RDA,556.2189,2489.5503,172911.3085,task160
RDA,560.6114,2941.8639,183844.5885,task160
RDA,528.9694,2510.7446,163571.3681,task160
RDA,555.9171,2665.8720,134161.0948,task160
RDA,503.2689,2316.4542,123336.4232,task160
RDA,542.1216,2838.1377,202290.7770,task160
RDA,537.7691,2478.9434,180671.4793,task160
RDA,505.4929,2497.5984,158958.6641,task160
RDA,736.6123,2650.4389,191260.2578,task160
RDA,479.3034,2520.9135,159763.2854,task160
RDA,557.0162,2783.9510,181567.6335,task160
RDA,588.5862,2738.6326,167320.5845,task160
RDA,532.6199,2633.9266,149916.6278,task160
RDA,475.9259,2460.6502,129887.0423,task160
RDA,497.8866,2494.7235,162086.0922,task160
RDA,573.6675,2711.8563,159475.0087,task160
RDA,461.6696,2658.3338,133281.5861,task160
RDA,533.6712,2665.4709,185500.9979,task160
RDA,522.2007,2899.4498,181939.4097,task160
RDA,489.6516,2389.7290,124078.5401,task160
RDA,508.4317,2444.3710,156516.7095,task160
RDA,503.4470,2529.8902,167458.4048,task160
RDA,620.7677,2718.2134,149082.5986,task160
RDA,605.8448,2669.0864,171038.0215,task160
RDA,502.4727,2680.9795,181729.3393,task160
RDA,532.7591,2583.1710,171637.0707,task160
RDA,488.1396,2466.9898,146260.7244,task160
RDA,487.3343,2512.8152,175280.3842,task160
RDA,492.9085,2467.7651,148425.7468,task160
RDA,479.5031,2590.9256,132280.9938,task160
RDA,551.2989,2895.1864,203067.2663,task160
RDA,471.2894,2528.5483,148061.7028,task160
RDA,495.8834,2574.2757,171725.6797,task160
RDA,625.6894,2911.1614,175096.8838,task160
RDA,585.3573,2612.8581,172020.2368,task160
RDA,526.4260,2457.9059,170154.4958,task160
RDA,456.4792,2572.8596,138172.5286,task160
RDA,488.6289,2697.7127,143926.5967,task160
RDA,446.7453,2653.5810,146951.1053,task160
RDA,493.8822,2457.1679,145846.8383,task160
RDA,492.2236,2361.9555,120203.7539,task160
RDA,647.4678,2783.7868,147077.5460,task160
RDA,602.6630,2809.5384,172833.7453,task160
RDA,566.8111,2490.3568,159456.3407,task160
RDA,688.6189,2856.0799,170032.0419,task160
RDA,520.4296,2414.5381,156880.6820,task160
RDA,496.5251,2481.6025,173310.2188,task160
RDA,471.0236,2638.7043,177345.0412,task160
RDA,475.4149,2616.9333,161971.7601,task160
RDA,442.7035,2808.1701,146520.2157,task160
RDA,624.0862,2670.6789,157475.3125,task160
RDA,470.8495,2510.2800,129186.3176,task160
RDA,512.2018,2468.2407,143530.3962,task160
RDA,754.7503,3167.4427,167407.7328,task160
RDA,465.3495,2559.8583,136801.2378,task160
RDA,510.7375,2331.6266,142298.9501,task160
RDA,523.1950,2648.6721,195511.6940,task160
RDA,484.7702,2409.4676,122768.2340,task160
RDA,492.8811,2589.3503,153018.4305,task160
RDA,484.0174,2839.6437,178767.4358,task160
RDA,570.8066,2791.2363,205443.0127,task160
RDA,492.8227,2829.3073,174936.1545,task160
RDA,480.1919,2805.8260,179483.4205,task160
RDA,575.6771,2587.4985,192563.9831,task160
RDA,484.5494,2420.5343,128333.9073,task160
RDA,510.3767,2840.1991,185782.2423,task160
RDA,498.5078,2454.2685,160771.9705,task160
RDA,510.8862,2499.9582,160779.1896,task160
RDA,487.0169,2389.9622,144238.4138,task160
RDA,479.9554,2791.7279,176966.8625,task160
RDA,560.1405,2948.8536,177179.2152,task160
RDA,519.2903,2737.0542,160367.0403,task160
RDA,559.5898,2598.8276,198277.6524,task160
RDA,690.5754,2818.0395,142287.8043,task160
RDA,526.1523,2897.9670,190242.4619,task160
RDA,482.9659,2492.7053,139723.9665,task160
RDA,542.0608,2266.1481,139348.8268,task160
RDA,504.0712,2743.7799,177079.8326,task160
RDA,578.4520,2862.1161,189664.0411,task160
RDA,556.7898,2850.3835,158840.3569,task160
RDA,480.0534,2678.0644,162417.5565,task160
RDA,792.0463,2734.8643,186866.4978,task160
RDA,484.4879,2456.9195,125410.8681,task160
RDA,564.4305,2903.6096,149054.5490,task160
RDA,616.4116,3094.3375,205618.6225,task160
RDA,524.3034,2585.8743,185077.6887,task160
RDA,705.2730,3061.0562,179716.1339,task160
RDA,473.8037,2705.0277,125610.4517,task160
RDA,571.4901,2721.8725,137316.2520,task160
RDA,488.1890,2480.6570,120034.9989,task160
RDA,661.0898,2849.6859,187230.2528,task160
RDA,484.8820,2656.1237,145665.8563,task160
RDA,486.9432,2588.6276,158679.5870,task160
RDA,518.9130,2518.9242,180529.6401,task160
RDA,538.4022,2752.2672,199982.5362,task160
RDA,462.4612,2589.0201,122087.1053,task160
RDA,494.2372,2471.5131,150874.3230,task160
RDA,516.3728,2445.5128,141666.9496,task160
SA_MultiObjective,846.1359,6184.4839,321168.3209,task200
SA_MultiObjective,767.9478,5996.7014,270088.2204,task200
SA_MultiObjective,884.3958,6035.2902,277247.3529,task200
SA_MultiObjective,848.8702,6253.2148,316729.3828,task200
SA_MultiObjective,779.2455,6185.9780,301574.0306,task200
SA_MultiObjective,881.6795,6363.8748,325332.6486,task200
SA_MultiObjective,884.0983,6167.8679,326557.8852,task200
SA_MultiObjective,882.2572,6450.9111,326357.1898,task200
SA_MultiObjective,901.7871,6239.7626,300630.5244,task200
SA_MultiObjective,799.7113,6086.4011,319643.5470,task200
SA_MultiObjective,926.7049,6088.0092,307346.0993,task200
SA_MultiObjective,730.6663,5828.2914,301019.4681,task200
SA_MultiObjective,746.2068,5740.1282,264400.4901,task200
SA_MultiObjective,803.9731,5888.6534,307723.1959,task200
SA_MultiObjective,860.1441,6149.8663,286905.3158,task200
SA_MultiObjective,793.6241,5871.4406,313587.1014,task200
SA_MultiObjective,770.3547,6050.4936,292281.4551,task200
SA_MultiObjective,832.7806,6407.5534,290466.0044,task200
SA_MultiObjective,778.6676,5600.3590,272321.5419,task200
SA_MultiObjective,857.4876,6302.5074,326674.9763,task200
SA_MultiObjective,798.1506,6194.5174,274782.9775,task200
SA_MultiObjective,777.4465,5746.0209,277493.4813,task200
SA_MultiObjective,900.7247,5974.6239,298171.2377,task200
SA_MultiObjective,910.3440,5970.3940,275042.3615,task200
SA_MultiObjective,855.9494,6327.2684,312305.7757,task200
SA_MultiObjective,835.9657,6170.0490,317573.9092,task200
SA_MultiObjective,772.2541,5503.4138,282500.8212,task200
SA_MultiObjective,892.2952,6257.5977,319135.9367,task200
SA_MultiObjective,810.3924,6225.0584,300930.6587,task200
SA_MultiObjective,845.3453,6344.5353,318360.9773,task200
SA_MultiObjective,855.5218,6255.1153,328101.6114,task200
SA_MultiObjective,743.2094,5753.6291,312259.4295,task200
SA_MultiObjective,751.8982,5761.0456,300550.4361,task200
SA_MultiObjective,880.4853,6072.7847,300393.4434,task200
SA_MultiObjective,818.2783,6081.6752,307612.0772,task200
SA_MultiObjective,796.6974,5880.4002,270319.8523,task200
SA_MultiObjective,794.7936,5990.7101,274942.7427,task200
SA_MultiObjective,804.4990,6320.8960,334353.5696,task200
SA_MultiObjective,749.5758,5960.4357,286025.7803,task200
SA_MultiObjective,819.8831,5863.9082,311508.6024,task200
SA_MultiObjective,885.7935,6083.4218,305707.6727,task200
SA_MultiObjective,851.6239,6001.5112,325026.1512,task200
SA_MultiObjective,862.1509,6125.2728,304671.8664,task200
SA_MultiObjective,842.2977,6078.3754,292005.5323,task200
SA_MultiObjective,910.1215,6136.8690,326886.2827,task200
SA_MultiObjective,862.3118,6250.7937,295780.1087,task200
SA_MultiObjective,696.1229,5463.5969,275350.7579,task200
SA_MultiObjective,823.7550,6356.1180,295195.2162,task200
SA_MultiObjective,821.2087,5830.0063,286489.0711,task200
SA_MultiObjective,801.7006,6063.9626,306942.0429,task200
SA_MultiObjective,815.7465,5808.1585,310896.8112,task200
SA_MultiObjective,863.9885,6152.3449,318742.2250,task200
SA_MultiObjective,832.9285,5945.8980,316643.2961,task200
SA_MultiObjective,759.9628,6064.0777,301687.1771,task200
SA_MultiObjective,913.9806,6423.3604,336039.2189,task200
SA_MultiObjective,857.2970,6110.6863,316862.7279,task200
SA_MultiObjective,842.0756,6046.0370,313700.4384,task200
SA_MultiObjective,777.1882,6170.0893,275798.8653,task200
SA_MultiObjective,780.2438,6153.6074,250828.2293,task200
SA_MultiObjective,862.0566,6204.6905,314159.0308,task200
SA_MultiObjective,828.7017,6189.3819,326700.1101,task200
SA_MultiObjective,870.9107,6174.2565,333335.9896,task200
SA_MultiObjective,791.7717,5942.9985,300460.6749,task200
SA_MultiObjective,884.9869,6098.0880,335320.9191,task200
SA_MultiObjective,800.9838,5987.3740,301954.7846,task200
SA_MultiObjective,802.2632,6260.3706,336847.7803,task200
SA_MultiObjective,798.0423,5705.0385,300562.5275,task200
SA_MultiObjective,750.9002,5753.9717,306019.9052,task200
SA_MultiObjective,814.5754,6147.6421,290392.5856,task200
SA_MultiObjective,772.8975,6133.3688,291906.3973,task200
SA_MultiObjective,818.7476,6300.0673,286332.6323,task200
SA_MultiObjective,816.4535,6237.3972,283480.0561,task200
SA_MultiObjective,941.2500,6046.4478,304679.4598,task200
SA_MultiObjective,798.7665,5985.2163,280831.7049,task200
SA_MultiObjective,953.0824,6194.9317,285750.2631,task200
SA_MultiObjective,726.1502,5830.4260,287816.7172,task200
SA_MultiObjective,859.4067,6254.6962,327850.0912,task200
SA_MultiObjective,736.3652,6075.1045,309973.4803,task200
SA_MultiObjective,947.8659,6423.7189,282719.5963,task200
SA_MultiObjective,828.5072,6225.5165,288923.1476,task200
SA_MultiObjective,792.5076,6147.4151,324395.3828,task200
SA_MultiObjective,858.8963,6122.0426,300811.6127,task200
SA_MultiObjective,871.3482,6505.5260,291344.7116,task200
SA_MultiObjective,814.0715,6371.6774,298354.1557,task200
SA_MultiObjective,751.3482,5798.5963,315062.8768,task200
SA_MultiObjective,787.1864,5827.5019,322295.0053,task200
SA_MultiObjective,746.6760,5885.6421,309718.9876,task200
SA_MultiObjective,827.8406,6159.2881,315267.6064,task200
SA_MultiObjective,793.1540,6025.2353,307667.2456,task200
SA_MultiObjective,870.7758,6013.3435,287011.9119,task200
SA_MultiObjective,828.0371,5958.7008,294881.5944,task200
SA_MultiObjective,819.3965,5862.6755,301502.2704,task200
SA_MultiObjective,802.5489,5966.5719,299083.7719,task200
SA_MultiObjective,766.2535,5994.7902,303202.2458,task200
SA_MultiObjective,847.7536,6041.1956,305214.9812,task200
SA_MultiObjective,762.4159,5958.2996,306729.7254,task200
SA_MultiObjective,801.6361,6070.9628,314492.1145,task200
SA_MultiObjective,821.4393,5459.1841,302946.8267,task200
SA_MultiObjective,786.6183,5954.8631,336794.0966,task200
SA_MultiObjective,760.2557,5934.1906,292746.7254,task200
MOWOA,1230.2398,2164.4401,175356.2880,task200
MOWOA,1380.6850,2189.4862,176044.9307,task200
MOWOA,1176.1421,2138.7024,174030.3682,task200
MOWOA,1353.1618,1925.4570,173543.3360,task200
MOWOA,1553.9598,2065.3330,170747.4722,task200
MOWOA,1190.6221,1880.4087,176557.9684,task200
MOWOA,1597.8753,2014.4593,167905.8581,task200
MOWOA,1238.3920,2129.0462,170852.8687,task200
MOWOA,1337.5940,2108.1945,172341.9734,task200
MOWOA,1752.7900,2028.6570,168906.2314,task200
MOWOA,1580.3022,2059.8518,170348.5966,task200
MOWOA,1665.1732,2044.3605,169115.0029,task200
MOWOA,1339.5732,2088.1658,169912.4585,task200
MOWOA,1281.7128,2171.0529,175455.9040,task200
MOWOA,1379.1681,2099.1934,172470.7235,task200
MOWOA,1405.7649,2093.4368,171663.1046,task200
MOWOA,1115.6948,2124.5544,172715.5171,task200
MOWOA,1886.7120,2002.3909,167099.6116,task200
MOWOA,1394.0664,2192.9334,176930.7157,task200
MOWOA,1667.1732,2043.5652,168558.3749,task200
MOWOA,1344.2970,2009.8368,169963.2484,task200
MOWOA,1923.4981,1993.7035,166271.2181,task200
MOWOA,1460.1732,2084.7488,171038.8761,task200
MOWOA,1179.3767,1909.0369,177738.0327,task200
MOWOA,1273.4677,2119.0331,173481.5240,task200
MOWOA,1176.1749,2136.2326,173301.9417,task200
MOWOA,1412.1188,2098.3716,172268.1797,task200
MOWOA,1452.2288,2083.8221,171733.1424,task200
MOWOA,1812.1732,2017.6730,167647.0518,task200
MOWOA,1145.1188,2107.6676,171213.4701,task200
MOWOA,1314.9327,2180.0099,176235.3100,task200
MOWOA,1144.3797,2149.1943,175021.1066,task200
MOWOA,1964.3920,1987.7954,166975.1025,task200
MOWOA,1624.7900,2046.3259,167145.5837,task200
MOWOA,1906.4981,1998.6841,166283.9615,task200
MOWOA,1614.2426,2053.8982,169302.0118,task200
MOWOA,1788.8790,2020.0455,167829.2809,task200
MOWOA,1785.3961,2021.3131,167149.4951,task200
MOWOA,1122.6790,2145.2383,173086.1072,task200
MOWOA,1556.8407,2064.7075,170610.3452,task200
MOWOA,1270.6398,1906.7909,179578.9243,task200
MOWOA,1747.4998,2252.3701,179978.9943,task200
MOWOA,1802.6524,1940.3314,167205.8864,task200
MOWOA,1597.8431,2057.1556,170342.1808,task200
MOWOA,1542.4449,2068.2562,170504.3705,task200
MOWOA,1520.7608,2059.0853,168780.7506,task200
MOWOA,1455.8313,2084.4601,170814.5011,task200
MOWOA,1709.9819,1921.9617,170598.9937,task200
MOWOA,1202.2815,2055.5707,171231.1335,task200
MOWOA,1479.5918,2079.5585,170759.7791,task200
MOWOA,1528.8343,2070.9992,169517.7334,task200
MOWOA,1748.7649,2029.3183,168964.8180,task200
MOWOA,1661.5450,2045.6286,169256.6801,task200
MOWOA,1195.8685,2120.6977,171168.5288,task200
MOWOA,1765.7118,1999.9795,166421.9195,task200
MOWOA,1359.6615,2102.8929,171427.0324,task200
MOWOA,1537.9714,2047.9033,168983.5762,task200
MOWOA,1433.3350,2130.6357,171308.5210,task200
MOWOA,1507.7380,1999.6026,167820.2207,task200
MOWOA,1552.7161,2123.7183,176702.0600,task200
MOWOA,1490.4981,2094.9209,170714.3705,task200
MOWOA,1165.3845,2139.8172,173930.6937,task200
MOWOA,1023.4749,2119.5224,174134.8973,task200
MOWOA,1827.6716,2037.5954,171721.1338,task200
MOWOA,1928.1732,1994.2434,166753.5291,task200
MOWOA,1412.7081,2093.0395,171561.1555,task200
MOWOA,1784.0101,2100.6586,170508.2021,task200
MOWOA,1243.4921,2092.6753,172059.7415,task200
MOWOA,1632.5046,2052.8038,169481.0887,task200
MOWOA,1402.4934,2066.1074,169311.3557,task200
MOWOA,1761.8512,2024.7931,168149.1837,task200
MOWOA,2031.4328,1974.3447,166165.2533,task200
MOWOA,2005.9841,1972.8284,166163.5559,task200
MOWOA,1278.5228,2142.0685,177001.5558,task200
MOWOA,1471.5489,2189.5071,176187.4708,task200
MOWOA,1151.4248,2142.7872,173637.2173,task200
MOWOA,2010.1945,2297.3801,181948.3787,task200
MOWOA,1277.1790,2169.8943,174728.8895,task200
MOWOA,1550.6596,2065.2555,169932.0396,task200
MOWOA,1267.7900,2104.6399,171095.0854,task200
MOWOA,1451.8923,2010.2820,169182.3608,task200
MOWOA,1017.5715,2110.0224,173324.6548,task200
MOWOA,1172.3778,2087.1905,171742.1729,task200
MOWOA,1326.7375,2181.9761,176828.4431,task200
MOWOA,1354.0870,2103.0903,171521.4213,task200
MOWOA,1311.6694,1985.6726,186517.9136,task200
MOWOA,1484.2819,2075.0973,171639.7683,task200
MOWOA,1085.4980,2099.9843,177542.8319,task200
MOWOA,1838.1732,2010.3595,166703.3989,task200
MOWOA,1191.8284,2159.1196,175101.8125,task200
MOWOA,1352.2652,2095.7774,171156.3678,task200
MOWOA,1262.9731,2039.4276,187151.0009,task200
MOWOA,1159.3419,1907.0506,175746.9532,task200
MOWOA,1425.0136,2197.5274,177586.2856,task200
MOWOA,1327.6526,2182.0114,176857.8546,task200
MOWOA,1277.2288,2118.9976,173527.7463,task200
MOWOA,1888.4981,2013.2794,168912.2862,task200
MOWOA,1325.0597,2108.4863,172398.0256,task200
MOWOA,1180.1151,2157.0972,174392.0749,task200
MOWOA,1365.5374,2152.9594,178209.5137,task200
WOASA,1069.5512,6713.8814,293182.7341,task200
WOASA,1147.8480,4870.8693,220715.5993,task200
WOASA,1035.5729,6411.9020,294686.9444,task200
WOASA,1639.3930,5656.9574,265227.8361,task200
