algorithm_name,makespan,cost,energy,dataset_used
WOASA,1036.8461,5692.5986,253021.1170,task200
WOASA,897.8967,6078.4728,281229.9158,task200
WOASA,782.1037,3976.1630,261584.5708,task200
WOASA,777.2061,3124.6112,260819.3246,task200
WOASA,801.0775,4570.7501,249874.2614,task200
WOASA,744.3957,3277.5433,268221.6424,task200
WOASA,713.0592,4045.4278,254173.0088,task200
WOASA,1737.0450,6232.3580,310503.1057,task200
WOASA,1679.4484,7532.0941,368861.6700,task200
WOASA,1137.7871,6471.3180,319026.2836,task200
WOASA,731.2592,3910.1646,227562.3154,task200
WOASA,576.3128,4405.7947,180779.7903,task200
WOASA,1152.9819,6502.2121,290259.4235,task200
WOASA,1101.5318,6592.8368,279344.8352,task200
WOASA,1053.1434,5524.4821,252752.8355,task200
WOASA,687.0661,4755.0127,192904.1990,task200
WOASA,932.0584,4826.5280,211626.2156,task200
WOASA,1021.2421,6539.8037,316147.8096,task200
WOASA,704.0973,3656.2443,247386.7056,task200
WOASA,1084.0698,6288.6878,302310.6540,task200
WOASA,797.8002,5453.9967,268358.5293,task200
WOASA,1301.3939,6465.1740,328723.4910,task200
WOASA,942.8212,5822.3509,289191.7290,task200
WOASA,664.7324,4357.7382,227368.5607,task200
WOASA,1417.3212,7010.2679,341748.7481,task200
WOASA,1039.5880,6012.2188,281192.4082,task200
WOASA,1228.4532,5337.5310,272580.4281,task200
WOASA,678.9583,5118.1775,272752.1114,task200
WOASA,731.0363,4909.7977,230605.4176,task200
WOASA,806.2952,3643.1660,259724.9709,task200
WOASA,1476.9207,7121.1823,329446.5020,task200
WOASA,663.0546,4221.8777,205141.7346,task200
WOASA,905.6702,5494.6367,275953.5486,task200
WOASA,833.0554,3249.9829,239337.0434,task200
WOASA,873.3593,4716.2877,228570.4669,task200
WOASA,2047.0526,6024.9801,285574.8744,task200
WOASA,835.9052,3962.9959,205942.1852,task200
WOASA,994.8244,6356.6055,295137.7546,task200
WOASA,803.5441,3287.4471,272688.7085,task200
WOASA,1168.4089,6512.8283,333354.0971,task200
WOASA,932.5430,6030.0562,284918.2723,task200
WOASA,1100.8864,6476.5972,309779.2441,task200
WOASA,1176.7352,5788.4149,265419.9838,task200
WOASA,850.9280,5943.1903,286812.4112,task200
WOASA,1106.6798,6280.2695,301251.0462,task200
WOASA,1168.7414,6546.2320,330095.0932,task200
WOASA,909.8289,6311.3859,323993.8142,task200
WOASA,817.9076,3995.0812,223116.6930,task200
WOASA,1289.2018,5820.6070,244007.6171,task200
WOASA,1361.6052,6948.3439,338612.4231,task200
WOASA,1505.2324,6270.9147,285193.9459,task200
WOASA,833.4570,4031.3509,238935.7503,task200
WOASA,1549.5593,6686.1258,267521.8435,task200
WOASA,940.9208,6400.1945,258713.3929,task200
WOASA,1077.1028,6184.9346,310518.2645,task200
WOASA,800.3565,4447.0262,251463.0196,task200
WOASA,857.6319,4595.4015,196406.3246,task200
WOASA,1001.8653,4311.6972,236167.4019,task200
WOASA,1051.7314,6453.9986,317153.0535,task200
WOASA,1249.5618,6256.3006,280815.1035,task200
WOASA,1074.0282,6404.0671,316431.9933,task200
WOASA,1216.6558,6518.6389,312286.4520,task200
WOASA,1070.3547,6485.0688,310621.3556,task200
WOASA,689.8208,4012.9065,243603.4193,task200
WOASA,1210.0472,6603.4489,305596.8151,task200
WOASA,1418.4812,6989.5500,326813.0599,task200
WOASA,1526.6982,6390.4860,295904.5312,task200
WOASA,1148.8653,6444.1611,304529.5207,task200
WOASA,1252.5479,5967.3245,319957.3337,task200
WOASA,1149.5837,6581.7462,322433.2253,task200
WOASA,708.6885,4261.7255,241240.7733,task200
WOASA,1445.3153,6236.5686,296083.3191,task200
WOASA,1148.4918,6142.3672,301875.3379,task200
WOASA,1047.5431,5705.2899,271490.5217,task200
WOASA,617.8064,4168.6929,205067.1510,task200
WOASA,1451.3753,6783.7681,308749.1413,task200
WOASA,865.7324,5317.4649,236937.8114,task200
WOASA,1127.7641,7025.0825,332350.6280,task200
WOASA,610.5861,4139.6676,221320.8369,task200
WOASA,1015.2782,5632.0209,272185.7496,task200
WOASA,693.3483,3883.8889,290409.4277,task200
WOASA,1056.5414,6486.6537,278931.5497,task200
WOASA,1325.2829,6713.3173,329024.3687,task200
WOASA,806.3403,5091.0313,261322.3234,task200
WOASA,1262.1688,6913.3941,336567.4358,task200
WOASA,752.6148,5066.6108,239421.1129,task200
WOASA,1092.2247,5410.6683,254481.2814,task200
WOASA,1015.7718,6321.7888,331814.0400,task200
WOASA,767.9287,4107.2275,233042.7087,task200
WOASA,938.6798,5656.3276,260400.0563,task200
WOASA,1146.7632,6246.9982,306966.9658,task200
WOASA,1136.7304,6567.7841,316837.9272,task200
WOASA,726.3690,4007.4682,286260.2582,task200
WOASA,972.1631,5532.4772,276333.4931,task200
WOASA,805.3300,5729.8076,271437.3011,task200
WOASA,820.1717,3882.9444,247045.4345,task200
WOARDA,696.6104,3707.1048,210531.6378,task200
WOARDA,1399.4967,3411.3344,236667.3761,task200
WOARDA,696.9651,3085.5880,248344.9845,task200
WOARDA,2535.5618,6617.0442,310328.4271,task200
WOARDA,1596.4822,5847.1623,316774.2132,task200
WOARDA,1485.2020,1912.8972,184412.0940,task200
WOARDA,837.5571,3771.3125,242484.9394,task200
WOARDA,1686.3793,2362.2734,249603.2026,task200
WOARDA,1231.4532,3029.0763,253511.7627,task200
WOARDA,1915.0196,1915.9819,194051.7166,task200
WOARDA,2011.3753,5686.6668,316054.1912,task200
WOARDA,1951.3194,3115.4453,236846.3547,task200
WOARDA,864.4312,4062.5024,272241.8452,task200
WOARDA,644.7781,2942.8323,243339.3008,task200
WOARDA,1759.3990,2562.0544,294801.1711,task200
WOARDA,3231.7876,5144.8210,367213.4751,task200
WOARDA,1502.9601,3383.7869,300608.6610,task200
WOARDA,658.0748,3269.1777,257859.5004,task200
WOARDA,901.1212,2980.8790,179085.1187,task200
WOARDA,1850.9404,1986.5172,196753.9508,task200
WOARDA,1586.2256,4680.2494,316024.1639,task200
WOARDA,947.0360,2812.6268,214756.6859,task200
WOARDA,585.3230,3795.0858,266518.6921,task200
WOARDA,715.4511,3555.0957,238372.1544,task200
WOARDA,739.5659,3643.0106,254179.8050,task200
WOARDA,678.8631,3537.5045,257883.4504,task200
WOARDA,1511.0196,2903.1084,285921.6637,task200
WOARDA,596.5098,3175.0850,223210.8899,task200
WOARDA,1331.7071,2684.9191,225340.6017,task200
WOARDA,1583.5578,4028.0750,307362.0626,task200
WOARDA,1732.3722,4799.3082,348478.4978,task200
WOARDA,1236.9284,3606.2089,310184.0880,task200
WOARDA,1176.8973,3152.6520,235521.2332,task200
WOARDA,1428.2742,4043.8444,267337.8583,task200
WOARDA,2304.0866,1826.6957,195885.0796,task200
WOARDA,872.0757,2787.4328,189989.0656,task200
WOARDA,1662.5946,2360.6373,261683.7091,task200
WOARDA,2518.3263,1776.2990,199289.8420,task200
WOARDA,1546.1506,2673.7087,286757.4160,task200
WOARDA,623.4782,3380.8623,226804.1163,task200
WOARDA,1830.6870,5880.1759,327813.3200,task200
WOARDA,2308.3263,2304.2698,207552.4412,task200
WOARDA,1634.7265,4641.3174,264468.7867,task200
WOARDA,909.1504,4212.1477,275736.2847,task200
WOARDA,1455.0196,2249.3806,217798.6987,task200
WOARDA,1892.9191,3650.4133,232344.5371,task200
WOARDA,1776.4006,4901.9943,343291.8369,task200
WOARDA,1500.5624,2303.0767,254043.4441,task200
WOARDA,1778.8676,5517.3690,326892.6522,task200
WOARDA,1542.2276,4785.3110,300716.5665,task200
WOARDA,1489.0564,3250.6078,328273.8862,task200
WOARDA,2045.1509,1898.2538,205971.5541,task200
WOARDA,2277.5441,6303.7036,348568.9371,task200
WOARDA,1758.3793,2745.6405,241800.0092,task200
WOARDA,707.9550,2840.4698,234786.4777,task200
WOARDA,806.7467,3036.5097,196159.2960,task200
WOARDA,1816.6398,2701.8583,250641.9329,task200
WOARDA,636.0196,3893.9102,214561.7364,task200
WOARDA,632.6636,3161.1995,243510.1570,task200
WOARDA,2518.3263,1776.2990,199289.8420,task200
WOARDA,612.5843,3040.4028,179037.9049,task200
WOARDA,717.5121,3141.5850,235629.0005,task200
WOARDA,1508.4547,4691.7120,301842.4418,task200
WOARDA,1683.5812,2782.0645,247011.1960,task200
WOARDA,1642.5337,3774.6236,331428.3722,task200
WOARDA,1625.6686,2511.7379,237347.9756,task200
WOARDA,1637.1385,2998.2331,270743.8467,task200
WOARDA,2018.1955,4512.4164,324758.7632,task200
WOARDA,1252.8379,3917.8513,270638.8763,task200
WOARDA,1079.3783,3431.3735,239273.0694,task200
WOARDA,1701.0717,3074.7372,288583.9356,task200
WOARDA,1774.3327,6245.2234,319357.1252,task200
WOARDA,755.6610,2745.8168,224234.7600,task200
WOARDA,796.6041,3879.7470,266623.4645,task200
WOARDA,1316.5101,2730.8223,272408.0044,task200
WOARDA,2518.3263,1776.2990,199289.8420,task200
WOARDA,1759.4897,2533.5780,284127.6669,task200
WOARDA,680.7585,3042.0609,200693.9763,task200
WOARDA,1885.1588,6150.3084,340251.3702,task200
WOARDA,704.2539,3149.1778,170520.0581,task200
WOARDA,1031.7025,4017.9580,301469.2000,task200
WOARDA,1300.3356,4613.5478,296272.9105,task200
WOARDA,1492.7265,5324.2701,237465.9382,task200
WOARDA,622.5450,3365.8463,246567.0246,task200
WOARDA,611.2372,3811.6792,252368.7810,task200
WOARDA,644.5888,3972.5677,227029.5448,task200
WOARDA,1149.9217,3244.1846,256495.6535,task200
WOARDA,1336.2485,2290.9610,225503.2864,task200
WOARDA,1640.4488,6107.6417,332964.4472,task200
WOARDA,1398.3112,1998.0037,186843.4789,task200
WOARDA,1287.4278,3692.7402,321202.1038,task200
WOARDA,1817.7269,2893.2709,225499.7948,task200
WOARDA,2518.3263,1776.2990,199289.8420,task200
WOARDA,2047.0447,5781.7796,352463.8632,task200
WOARDA,779.7754,4173.9127,273422.4238,task200
WOARDA,1479.3554,3816.9564,304167.9202,task200
WOARDA,2131.8371,6302.5390,346484.4886,task200
WOARDA,1408.1688,5766.8169,329745.3855,task200
WOARDA,1659.8790,1895.7421,184857.5657,task200
WOARDA,1561.9284,5284.0899,325556.2723,task200
RDA,904.8188,4257.2647,236480.1578,task200
RDA,563.0023,3981.2793,215813.2214,task200
RDA,646.1093,3989.9592,224037.3212,task200
RDA,778.4232,4605.0930,268346.3738,task200
RDA,603.3260,3463.8242,295565.9534,task200
RDA,690.4529,4817.6928,286209.8911,task200
RDA,625.0824,4090.0527,197919.8833,task200
RDA,710.7049,4363.0599,244958.5625,task200
RDA,642.5969,4184.9407,224308.2142,task200
RDA,761.0344,4990.3283,268613.8877,task200
RDA,709.6491,4533.2835,271235.6816,task200
RDA,822.0852,4121.2349,232110.1361,task200
RDA,724.0594,4418.4715,243199.0387,task200
RDA,769.8131,4232.5588,229754.2405,task200
RDA,654.5158,3790.1753,197919.1380,task200
RDA,727.5676,4122.1331,231548.9692,task200
RDA,789.1085,4542.0908,285237.2471,task200
RDA,895.5538,4084.8902,253803.9982,task200
RDA,545.4408,3765.5961,250716.2846,task200
RDA,617.5089,4140.4533,225359.0762,task200
RDA,843.5105,4730.2104,247500.9981,task200
RDA,742.1909,4226.3740,235675.9650,task200
RDA,617.9617,4433.7136,226214.5832,task200
RDA,588.0805,3820.9235,212575.9566,task200
RDA,981.2429,5035.7665,298825.8876,task200
RDA,652.8159,4206.9132,244531.5372,task200
RDA,891.5292,4362.2595,260207.5654,task200
RDA,900.0819,4441.7653,248872.8086,task200
RDA,700.4608,4365.7105,255964.8675,task200
RDA,610.2062,3854.7700,242923.7649,task200
RDA,628.5432,4431.2723,252551.0261,task200
RDA,666.0414,4006.5429,205271.0278,task200
RDA,500.7947,3735.1924,240611.1517,task200
RDA,625.7641,4238.7185,245555.3016,task200
RDA,592.7935,3885.8014,249102.4979,task200
RDA,549.2621,4121.0566,214656.3069,task200
RDA,945.2779,4749.0014,264575.0340,task200
RDA,630.5292,4345.2129,253134.8344,task200
RDA,621.2251,4246.7149,219063.9956,task200
RDA,631.2111,3937.9846,212479.7248,task200
RDA,710.8694,3910.3299,235875.2240,task200
RDA,595.5659,3912.0219,203728.1170,task200
RDA,547.2603,3872.1600,240039.2885,task200
RDA,645.7909,3974.5695,278852.3687,task200
RDA,620.4885,4373.9850,210344.7440,task200
RDA,778.8841,4008.4540,237682.9359,task200
RDA,554.7318,3899.8133,238086.1862,task200
RDA,528.5302,3732.4610,216798.1462,task200
RDA,727.2111,4649.2149,284428.8255,task200
RDA,653.4553,3861.0601,243391.2088,task200
RDA,706.9620,4668.3214,252779.4765,task200
RDA,657.1133,4029.8144,250281.4146,task200
RDA,571.5409,3583.8672,197846.1914,task200
RDA,669.7437,4285.0998,250406.2023,task200
RDA,657.0799,4209.2270,255364.6649,task200
RDA,535.4767,3888.6298,212177.2334,task200
RDA,622.4449,3907.6633,233023.4966,task200
RDA,739.9403,4308.1455,209488.7558,task200
RDA,853.3898,4858.6100,262129.6027,task200
RDA,543.4769,3779.9587,237089.5255,task200
RDA,754.9918,4027.3910,257309.6501,task200
RDA,540.0771,3764.3376,235918.0503,task200
RDA,692.0735,4142.4035,236936.2884,task200
RDA,553.9463,3729.6832,252882.3673,task200
RDA,735.7462,4553.9164,259810.0392,task200
RDA,645.5893,4142.1878,244761.3906,task200
RDA,649.8474,4112.6092,257570.5297,task200
RDA,616.5302,3965.1611,268067.2992,task200
RDA,759.1589,4417.1187,200054.7966,task200
RDA,517.6345,3751.0719,220163.5321,task200
RDA,622.1861,4318.3390,265824.0724,task200
RDA,888.1053,5107.6718,284387.9744,task200
RDA,552.5231,3775.2469,261718.5979,task200
RDA,661.3835,3957.6143,225196.8031,task200
RDA,559.6279,3817.8461,203563.9048,task200
RDA,586.6410,4032.2529,221657.0930,task200
RDA,545.4942,4217.0042,254408.7531,task200
RDA,574.6892,4141.1504,241502.4693,task200
RDA,587.2038,3882.2749,216828.7836,task200
RDA,726.9323,4533.6521,251334.6466,task200
RDA,649.7494,3947.2243,207455.4032,task200
RDA,657.8234,4449.5670,226929.4063,task200
RDA,743.2378,4006.5762,235590.0703,task200
RDA,713.6909,4617.8503,229693.7265,task200
RDA,595.6836,3951.3671,209951.3557,task200
RDA,732.1655,4184.1320,227590.4926,task200
RDA,761.8912,4397.2087,254676.3852,task200
RDA,754.3506,4382.9606,264450.9430,task200
RDA,1179.8388,5273.1618,263802.6081,task200
RDA,679.1138,4370.0758,227730.8831,task200
RDA,795.7350,4679.8512,238873.3958,task200
RDA,545.1126,4031.5417,211889.1878,task200
RDA,525.6773,3921.1987,168696.8239,task200
RDA,799.0823,4214.6481,232095.8141,task200
RDA,680.0742,4286.3139,248924.7454,task200
RDA,582.6606,3535.7392,260149.5945,task200
RDA,636.1912,4232.1528,252690.6978,task200
RDA,682.2204,4102.3004,194209.6026,task200
RDA,537.6288,3890.4273,245244.6108,task200
RDA,630.5602,4136.0259,257329.1953,task200
SA_MultiObjective,1063.5109,8300.4586,429813.4649,task240
SA_MultiObjective,1099.2702,9046.6713,447921.9408,task240
SA_MultiObjective,1094.2880,8757.2878,386436.3830,task240
SA_MultiObjective,1026.4273,8573.2177,421277.2632,task240
SA_MultiObjective,1039.1972,8309.0012,422372.1588,task240
SA_MultiObjective,970.1579,7830.0300,426658.9886,task240
SA_MultiObjective,1136.5582,8487.4078,406901.1026,task240
SA_MultiObjective,1137.1385,8601.6663,427384.5505,task240
SA_MultiObjective,980.5076,8573.6697,416141.0315,task240
SA_MultiObjective,1102.7261,8823.2623,430932.7157,task240
SA_MultiObjective,1074.7648,8086.0030,412326.6467,task240
SA_MultiObjective,1099.7779,8488.2968,423633.9672,task240
SA_MultiObjective,1088.4442,8326.3524,394159.8309,task240
SA_MultiObjective,1147.3492,8414.7652,412027.4574,task240
SA_MultiObjective,1116.6100,8668.3478,400168.1472,task240
SA_MultiObjective,1070.5784,8121.7076,399189.3386,task240
SA_MultiObjective,1091.3163,8676.7826,434084.5589,task240
SA_MultiObjective,1094.5379,8509.3884,432627.4437,task240
SA_MultiObjective,1044.1316,8461.0692,398619.4840,task240
SA_MultiObjective,1095.1944,8699.7554,383957.7637,task240
SA_MultiObjective,1127.4150,8813.0647,444722.6335,task240
SA_MultiObjective,1099.5784,8510.0100,415591.5944,task240
SA_MultiObjective,1110.3365,8276.4425,439900.6349,task240
SA_MultiObjective,1104.5854,8712.6823,426303.9029,task240
SA_MultiObjective,1004.0738,8616.3069,347349.1221,task240
SA_MultiObjective,1012.7213,8003.5037,418557.6037,task240
SA_MultiObjective,987.2907,8280.9252,402777.1699,task240
SA_MultiObjective,1075.5552,8284.5100,364811.2245,task240
SA_MultiObjective,1112.7606,8579.6798,438600.8172,task240
SA_MultiObjective,1019.2985,8541.1254,386704.6423,task240
SA_MultiObjective,1065.5746,8232.6527,416749.9892,task240
SA_MultiObjective,1046.0950,8333.8229,433855.4574,task240
SA_MultiObjective,1102.5980,8642.5469,440785.7498,task240
SA_MultiObjective,1160.6559,8623.9091,454878.3856,task240
SA_MultiObjective,1148.1063,8883.2190,420069.5471,task240
SA_MultiObjective,1054.2777,8413.9512,387705.1444,task240
SA_MultiObjective,1136.3504,8648.9947,415570.4092,task240
SA_MultiObjective,1043.6088,8579.9771,428558.1740,task240
SA_MultiObjective,1024.7993,8401.9309,440913.8294,task240
SA_MultiObjective,1072.5544,8254.4729,397543.5820,task240
SA_MultiObjective,1008.2827,8243.3272,415905.8905,task240
SA_MultiObjective,1037.5441,8606.3960,424289.7074,task240
SA_MultiObjective,1048.6087,8385.5405,386315.3899,task240
SA_MultiObjective,1010.5216,8148.2474,422942.8795,task240
SA_MultiObjective,1041.8631,8584.3731,433477.6447,task240
SA_MultiObjective,1042.5046,8471.8283,411932.5697,task240
SA_MultiObjective,1045.7604,8612.8004,420797.0358,task240
SA_MultiObjective,1065.2527,8532.8560,446439.0089,task240
SA_MultiObjective,1033.2333,8278.1590,396904.7944,task240
SA_MultiObjective,1128.2026,8842.0279,402318.0518,task240
SA_MultiObjective,1075.3446,8382.7670,426315.5551,task240
SA_MultiObjective,1076.7569,8030.7094,412421.3397,task240
SA_MultiObjective,1094.1837,8206.1325,428006.5265,task240
SA_MultiObjective,993.0385,8066.9743,436239.9211,task240
SA_MultiObjective,1069.8034,8583.6606,373990.6594,task240
SA_MultiObjective,1046.8978,8618.6450,428855.5581,task240
SA_MultiObjective,1092.0156,8474.8483,421579.3141,task240
SA_MultiObjective,1119.3727,8899.7570,347546.3901,task240
SA_MultiObjective,1053.5965,8387.0956,424534.2755,task240
SA_MultiObjective,1107.0049,8881.8588,402182.7475,task240
SA_MultiObjective,1088.5006,8575.6722,427969.3944,task240
SA_MultiObjective,1095.0673,8633.6405,422774.1165,task240
SA_MultiObjective,1183.7396,8587.8201,426921.1524,task240
SA_MultiObjective,1060.5455,8426.1314,413962.7869,task240
SA_MultiObjective,1129.6706,8828.5535,402988.7492,task240
SA_MultiObjective,1138.1379,8436.7864,423171.9837,task240
SA_MultiObjective,1158.6852,9069.2624,433703.1590,task240
SA_MultiObjective,1049.6222,8662.2042,380781.8092,task240
SA_MultiObjective,1056.5848,8551.2367,425863.0942,task240
SA_MultiObjective,1086.8966,8819.9846,437691.2432,task240
SA_MultiObjective,1020.1196,8616.4904,367024.8382,task240
SA_MultiObjective,1064.3337,8303.4242,395857.1817,task240
SA_MultiObjective,1092.6656,8386.1210,414595.6059,task240
SA_MultiObjective,1092.7583,8852.7809,429687.5932,task240
SA_MultiObjective,1122.2308,8649.0054,439841.0305,task240
SA_MultiObjective,1093.4119,8060.3534,431435.8025,task240
SA_MultiObjective,1030.4450,8382.9759,418673.0223,task240
SA_MultiObjective,1142.6887,8606.8486,423645.4661,task240
SA_MultiObjective,1146.4409,8390.1798,389996.8728,task240
SA_MultiObjective,1026.3694,8426.0928,401677.4565,task240
SA_MultiObjective,1032.7566,8307.6635,400994.8034,task240
SA_MultiObjective,1002.6829,8158.9118,435175.4202,task240
SA_MultiObjective,1127.7077,8788.6394,418086.6484,task240
SA_MultiObjective,962.9788,8305.0280,413231.8014,task240
SA_MultiObjective,1079.5356,8839.4417,425001.6511,task240
SA_MultiObjective,1106.6382,8567.3148,426673.8310,task240
SA_MultiObjective,957.2557,7946.7130,386848.8470,task240
SA_MultiObjective,1128.0496,8344.1365,404769.7017,task240
SA_MultiObjective,1004.6100,8224.5331,395908.0746,task240
SA_MultiObjective,1010.0596,8076.8535,409692.3458,task240
SA_MultiObjective,1174.9265,8678.5939,386458.5645,task240
SA_MultiObjective,1043.2555,8268.2627,407557.6978,task240
SA_MultiObjective,1064.7224,8520.7395,391967.7099,task240
SA_MultiObjective,1095.3079,8457.1641,407018.8708,task240
SA_MultiObjective,1071.9191,8439.8680,422712.7767,task240
SA_MultiObjective,1045.6594,8167.4407,385661.4974,task240
SA_MultiObjective,959.9940,8390.9561,352640.7751,task240
SA_MultiObjective,1112.1370,8570.2462,401339.7886,task240
SA_MultiObjective,1054.5869,8420.5688,394602.8678,task240
SA_MultiObjective,1087.4219,8562.7293,401451.5529,task240
MOWOA,1712.4854,2402.4617,211815.4709,task240
MOWOA,1544.7809,2386.1368,211087.7560,task240
MOWOA,1741.1583,2488.5245,218327.9131,task240
MOWOA,2534.3422,2284.0366,205344.6120,task240
MOWOA,2696.2339,2532.5110,221343.0857,task240
MOWOA,1973.5524,2344.5204,208042.7713,task240
MOWOA,2607.7298,2276.5786,206542.2139,task240
MOWOA,2684.2880,2530.7000,221247.6417,task240
MOWOA,1437.9752,2397.9507,211448.0734,task240
MOWOA,2018.6677,2468.4372,216847.6722,task240
MOWOA,1771.7592,2457.4494,206904.0755,task240
MOWOA,1619.3837,2379.7813,210076.3938,task240
MOWOA,1756.8489,2365.2106,209716.8796,task240
MOWOA,1970.5524,2341.7381,206660.4812,task240
MOWOA,2419.3734,2294.2569,204203.4747,task240
MOWOA,1617.0378,2395.7880,212237.3542,task240
MOWOA,1491.4848,2433.9989,214589.4637,task240
MOWOA,1831.3847,2451.0020,214565.6086,task240
MOWOA,2359.1003,2500.8412,219952.6335,task240
MOWOA,1849.5144,2379.4612,211002.7981,task240
MOWOA,1491.3135,2417.6816,213242.6410,task240
MOWOA,1968.1253,2462.5719,215933.6653,task240
MOWOA,1514.5481,2389.9542,210750.3185,task240
MOWOA,2514.9278,2521.5603,221576.1782,task240
MOWOA,1703.6246,2389.8189,210852.6047,task240
MOWOA,1764.5481,2411.8184,212334.3189,task240
MOWOA,1397.5481,2401.5297,212184.8518,task240
MOWOA,2079.4648,2331.6781,206962.3482,task240
MOWOA,2338.6003,2499.0388,218705.6770,task240
MOWOA,1807.3502,2469.1932,178241.9408,task240
MOWOA,1994.4278,2467.1294,216839.2203,task240
MOWOA,1892.3520,2456.1223,215486.6565,task240
MOWOA,1962.5998,2407.9484,209702.8335,task240
MOWOA,1989.3024,2464.1462,216034.9666,task240
MOWOA,1904.3221,2456.2421,215451.0343,task240
MOWOA,2291.5861,2316.4494,206175.0169,task240
MOWOA,2560.6418,2528.7728,221511.1711,task240
MOWOA,2582.0617,2527.8701,221927.3933,task240
MOWOA,2367.4300,2500.6065,219161.9501,task240
MOWOA,1676.4464,2434.7676,214224.7450,task240
MOWOA,1522.4850,2400.5161,213265.4467,task240
MOWOA,1506.0819,2419.8590,212884.6715,task240
MOWOA,2326.9354,2497.9802,218719.4750,task240
MOWOA,1721.5714,2438.2861,214198.0414,task240
MOWOA,1613.7726,2379.8848,211293.7899,task240
MOWOA,2361.3227,2502.4724,220154.6474,task240
MOWOA,2233.8822,2427.5978,215204.8262,task240
MOWOA,2451.2327,2510.1592,220171.3535,task240
MOWOA,2155.9686,2481.5870,218514.6068,task240
MOWOA,2047.9354,2470.6590,216743.4218,task240
MOWOA,2140.7298,2354.4260,207040.5381,task240
MOWOA,1800.7633,2379.9989,209583.0924,task240
MOWOA,1802.4975,2446.6695,215319.5593,task240
MOWOA,2052.6418,2470.7078,216627.2304,task240
MOWOA,2326.0617,2497.0580,217994.8175,task240
MOWOA,1588.1583,2459.2517,216739.2158,task240
MOWOA,1702.5329,2536.2713,221812.4101,task240
MOWOA,2548.2400,2282.8070,204814.9113,task240
MOWOA,1630.0918,2377.6497,209982.8394,task240
MOWOA,1889.6455,2466.4263,216925.0788,task240
MOWOA,1777.6418,2462.3115,215935.1797,task240
MOWOA,2147.6418,2481.9394,218897.8497,task240
MOWOA,1443.4943,2413.2826,212990.1596,task240
MOWOA,2424.6418,2506.4176,219800.7803,task240
MOWOA,1373.9354,2419.5406,213507.3891,task240
MOWOA,2416.8042,2505.6936,219009.9489,task240
MOWOA,2592.0392,2523.0810,221352.4127,task240
MOWOA,1622.1480,2378.9956,211216.0659,task240
MOWOA,2601.2059,2522.4845,220455.3531,task240
MOWOA,1964.1480,2342.5573,208673.0756,task240
MOWOA,1728.9093,2441.1139,214439.2786,task240
MOWOA,2153.0843,2522.0072,220706.7682,task240
MOWOA,2626.6418,2525.1077,220750.0601,task240
MOWOA,1855.1163,2451.8453,214976.7689,task240
MOWOA,2146.3171,2479.5692,217687.1111,task240
MOWOA,1727.7404,2440.2977,214460.7742,task240
MOWOA,2008.4019,2338.8863,206511.0339,task240
MOWOA,1417.2065,2406.6936,213126.3754,task240
MOWOA,2108.5144,2328.1192,205430.9021,task240
MOWOA,1660.1480,2408.5009,213629.0597,task240
MOWOA,2705.8047,2531.9896,221873.5998,task240
MOWOA,1599.2105,2381.4898,210844.1505,task240
MOWOA,2607.7298,2276.5786,206542.2139,task240
MOWOA,1560.3076,2394.2396,211674.0092,task240
MOWOA,1951.2136,2460.5527,215815.4533,task240
MOWOA,2144.7298,2325.2368,207138.1780,task240
MOWOA,1589.2845,2400.2109,211943.8330,task240
MOWOA,1375.9702,2404.3973,211815.3454,task240
MOWOA,2557.9346,2517.5832,220088.8431,task240
MOWOA,2413.4754,2505.2563,219546.4407,task240
MOWOA,1799.6418,2446.0209,214709.1161,task240
MOWOA,1398.2733,2417.9760,213948.1596,task240
MOWOA,2759.2314,2537.7049,222009.1631,task240
MOWOA,1591.0577,2428.6515,214703.5304,task240
MOWOA,1456.6920,2440.5538,213418.6950,task240
MOWOA,2299.6418,2494.4114,218807.9185,task240
MOWOA,2049.8002,2471.7001,217153.6803,task240
MOWOA,2416.6961,2350.8944,206559.6538,task240
MOWOA,1612.0715,2380.4918,210028.1620,task240
MOWOA,1822.1556,2450.2387,215747.8311,task240
WOASA,1059.9224,5136.3075,275494.0160,task240
WOASA,1199.7763,5577.8854,326423.0700,task240
WOASA,1481.0596,5105.9015,257863.5437,task240
WOASA,1066.7990,6021.0938,292354.1039,task240
WOASA,1705.3773,6346.4883,320237.3805,task240
WOASA,1391.6563,5228.7619,252165.3929,task240
WOASA,1701.3597,6103.9244,288575.5138,task240
WOASA,1717.0057,5761.4553,288270.5838,task240
WOASA,1462.3093,6178.6591,334977.7653,task240
WOASA,1062.8806,5020.8951,327160.5566,task240
WOASA,1056.3131,5343.3743,343000.4133,task240
WOASA,1277.2766,5373.3846,356128.8657,task240
WOASA,1394.1323,5775.8075,289106.3244,task240
WOASA,1635.6247,6327.4596,330006.6583,task240
WOASA,1453.4500,5838.3522,291382.1885,task240
WOASA,1540.0528,6476.9345,283840.9829,task240
WOASA,1427.0539,6275.6009,325986.1838,task240
WOASA,1080.0526,5196.8173,344093.3115,task240
WOASA,1122.5625,6433.0091,275174.3073,task240
WOASA,974.9760,5423.9971,305908.1361,task240
WOASA,1547.8947,6075.2341,311763.4259,task240
WOASA,1353.6247,6230.7660,305830.8760,task240
WOASA,1307.2224,4521.2751,305977.8104,task240
WOASA,1784.5674,6114.5315,313672.7512,task240
WOASA,1047.1507,5187.0139,327053.7513,task240
